AGENCIA,AGENTE,SECCION_CENSAL,PROYECTO,DAT_ID,CUALI,PROVINCIA,MUNICIPIO,IDDIR,CALLE,NUMERO,DIRECCION,INFOBEL 2014
SOLIVESA, ,1100401024,,711000000105079,1 D     ,,ALGECIRAS,661202,AV ALEMANIA,1," esc , planta 1,puerta A",
SOLIVESA, ,1100401024,,711000000104771,1 C     ,,ALGECIRAS,661534,AV ALEMANIA,4," esc , planta 1,puerta F",
SOLIVESA, ,1100401024,,711000000105193,1 C     ,,ALGECIRAS,666080,AV ALEMANIA,2," esc , planta 5,puerta A",
SOLIVESA, ,2906709001,,851000000275486,2 D     ,,MALAGA,76042660,AV ANDALUCIA,15," esc , planta 6,puerta E",10
SOLIVESA, ,2906709001,,851000000275463,2 D     ,,MALAGA,26042637,AV ANDALUCIA,13," esc , planta 6,puerta J",6
SOLIVESA, ,2906709001,,851000000275444,2 D     ,,MALAGA,16042618,AV ANDALUCIA,11," esc , planta 6,puerta B2",24
SOLIVESA, ,2906709001,,851000000275645,2 D     ,,MALAGA,46042819,AV ANDALUCIA,21," esc , planta 9,puerta C",25
SOLIVESA, ,2906709001,,851000000275548,2 D     ,,MALAGA,66042722,AV ANDALUCIA,19," esc , planta 6,puerta B",18
SOLIVESA, ,2906709001,,851000000275510,2 D     ,,MALAGA,46042684,AV ANDALUCIA,17," esc , planta 6,puerta B",7
SOLIVESA, ,2906709003,,851000000275758,2 D     ,,MALAGA,96042932,AV ANDALUCIA,23," esc , planta 13,puerta D",17
SOLIVESA, ,1808707024,,851000000226699,2 C     ,,GRANADA,95993873,AV ANDALUCIA,91," esc , planta 2,puerta IZQ",0
SOLIVESA, ,1808707024,,851000000226679,2 D     ,,GRANADA,75993853,AV ANDALUCIA,85," esc , planta 2,puerta DCH",0
SOLIVESA, ,1808707024,,851000000226675,1 D     ,,GRANADA,35993849,AV ANDALUCIA,83," esc , planta 1,puerta IZQ",1
SOLIVESA, ,1808707024,,851000000226686,2 C     ,,GRANADA,55993860,AV ANDALUCIA,87," esc , planta 2,puerta IZQ",1
SOLIVESA, ,2305005001,,851000000153593,1 C     ,,JAEN,25920696,AV ANDALUCIA,9," esc , planta 4,puerta IZQ",4
SOLIVESA, ,2305005001,,851000005614506,1 E     ,,JAEN,29621487,AV ANDALUCIA,7," esc , planta 10,puerta C",8
SOLIVESA, ,2305005001,,851000000152267,1 D     ,,JAEN,85919370,AV ANDALUCIA,5," esc , planta 8,puerta IZQ",4
SOLIVESA, ,2305005001,,851000000151596,1 D     ,,JAEN,35918699,AV ANDALUCIA,3," esc , planta 9,puerta DCH",1
SOLIVESA, ,1808707024,,851000000226702,2 C     ,,GRANADA,35993876,AV ANDALUCIA,93," esc , planta 1,puerta IZQ",0
SOLIVESA, ,1808707024,,851000000226691,2 C     ,,GRANADA,15993865,AV ANDALUCIA,89," esc , planta 2,puerta DCH",1
SOLIVESA, ,2305005001,,851000000151274,1 D     ,,JAEN,55918377,AV ANDALUCIA,29," esc , planta BJ,puerta A",5
SOLIVESA, ,2305005001,,851000000151009,1 D     ,,JAEN,15918112,AV ANDALUCIA,1," esc , planta 4,puerta A",10
SOLIVESA, ,2305005001,,851000000151196,1 D     ,,JAEN,85918299,AV ANDALUCIA,25," esc , planta 8,puerta B",4
SOLIVESA, ,2305005001,,851000000151237,1 D     ,,JAEN,45918340,AV ANDALUCIA,27," esc , planta +1,puerta B",5
SOLIVESA, ,1808707014,,851000000226605,1 E     ,,GRANADA,55993779,AV ANDALUCIA,69," esc , planta 4,puerta C",0
SOLIVESA, ,1808707014,,851000000226621,0 C     ,,GRANADA,35993795,AV ANDALUCIA,75," esc , planta 2,puerta DCH",1
SOLIVESA, ,1808707014,,851000000226631,2 E     ,,GRANADA,45993805,AV ANDALUCIA,77," esc , planta BJ,puerta B",1
SOLIVESA, ,1808707014,,851000000226668,2 C     ,,GRANADA,55993842,AV ANDALUCIA,81," esc , planta BJ,puerta IZQ",0
SOLIVESA, ,1808707014,,851000000226634,1 E     ,,GRANADA,75993808,AV ANDALUCIA,79," esc , planta 00,puerta DR",2
SOLIVESA, ,1808707014,,851000000226608,0 C     ,,GRANADA,85993782,AV ANDALUCIA,71," esc , planta 1,puerta IZQ",1
SOLIVESA, ,1808707014,,851000000226593,1 D     ,,GRANADA,25993767,AV ANDALUCIA,67," esc , planta 2,puerta IZQ",1
SOLIVESA, ,1808707014,,851000000226618,2 D     ,,GRANADA,95993792,AV ANDALUCIA,73," esc , planta 1,puerta DCH",0
SOLIVESA, ,1808707023,,851000000226717,2 C     ,,GRANADA,95993891,AV ANDALUCIA,97," esc , planta 3,puerta C",5
SOLIVESA, ,1808707023,,851000000226779,2 D     ,,GRANADA,85993953,AV ANDALUCIA,99," esc , planta 9,puerta C",5
SOLIVESA, ,1808707028,,851000000226124,2 D     ,,GRANADA,15993298,AV ANDALUCIA,103," esc , planta 6,puerta A",4
SOLIVESA, ,1808707028,,851000000066564,2 F     ,,GRANADA,45833668,AV ANDALUCIA,103BIS,"BIS esc , planta 2,puerta C",
SOLIVESA, ,1808707028,,851000000066585,2 D     ,,GRANADA,75833689,AV ANDALUCIA,103BIS B-C," esc , planta 2,puerta C",
SOLIVESA, ,1808707028,,851000000226071,2 C     ,,GRANADA,25993245,AV ANDALUCIA,101," esc , planta 5,puerta E",3
SOLIVESA, ,1808707028,,851000000066553,2 D     ,,GRANADA,25833657,AV ANDALUCIA,103BIS B-A," esc , planta 5,puerta B",
SOLIVESA, ,1808707028,,851000000226168,0 C     ,,GRANADA,95993342,AV ANDALUCIA,109," esc , planta 2,puerta A",0
SOLIVESA, ,1808707028,,851000000226162,2 D     ,,GRANADA,35993336,AV ANDALUCIA,107," esc , planta BJ,puerta B",3
SOLIVESA, ,1808707028,,851000000077417,2 D     ,,GRANADA,35844521,AV ANDALUCIA,105," esc , planta UN,puerta ",1
SOLIVESA, ,2906709003,,851000000277489,2 D     ,,MALAGA,36044663,AV AURORA,44," esc , planta 4,puerta B",6
SOLIVESA, ,2906709003,,851000000277445,1 D     ,,MALAGA,46044619,AV AURORA,27," esc , planta 3,puerta B",5
SOLIVESA, ,2906709003,,851000002443859,1 D     ,,MALAGA,46741192,AV AURORA,15," esc , planta 6,puerta A",45
SOLIVESA, ,2906709003,,851000005226835,1 D     ,,MALAGA,38647013,AV AURORA,17-E2,"ES2 esc , planta 8,puerta B",
SOLIVESA, ,2906709003,,851000001614978,2 C     ,,MALAGA,86421858,AV AURORA,46," esc , planta 6,puerta C",6
SOLIVESA, ,2906709003,,851000000277438,1 C     ,,MALAGA,66044612,AV AURORA,25," esc , planta 4,puerta A",33
SOLIVESA, ,2906709003,,851000000277471,2 C     ,,MALAGA,36044645,AV AURORA,42," esc , planta 6,puerta D",5
SOLIVESA, ,2906709003,,851000004972151,1 F     ,,MALAGA,88643949,AV AURORA,17-E1,"ES1 esc , planta 8,puerta B",
SOLIVESA, ,2906709003,,851000000277424,1 D     ,,MALAGA,16044598,AV AURORA,23," esc , planta 1,puerta B",4
SOLIVESA, ,2906709003,,851000000277411,1 D     ,,MALAGA,66044585,AV AURORA,21," esc , planta 1,puerta B",10
SOLIVESA, ,1402102003,,771000000738049,1 D     ,,CORDOBA,55748250,AV BARCELONA,2," esc , planta 6,puerta C",8
SOLIVESA, ,1402102003,,771000000738067,1 D     ,,CORDOBA,55748268,AV BARCELONA,3," esc , planta 1,puerta 13",15
SOLIVESA, ,1402102003,,771000000737869,1 D     ,,CORDOBA,55748070,AV BARCELONA,1," esc , planta 3,puerta 3",9
SOLIVESA, ,1402102003,,771000000738138,1 D     ,,CORDOBA,45748339,AV BARCELONA,5," esc , planta 4,puerta D",13
SOLIVESA, ,1100401001,,711000118278367,1 C     ,,ALGECIRAS,1121164,AV BLAS INFANTE,2," esc 2, planta 4,puerta D",17
SOLIVESA, ,1100401001,,711000118278405,1 C     ,,ALGECIRAS,1120600,AV BLAS INFANTE,1," esc , planta 4,puerta B",19
SOLIVESA, ,1100401001,,711000118278424,1 C     ,,ALGECIRAS,1119832,AV BLAS INFANTE,8," esc , planta 3,puerta D",1
SOLIVESA, ,1100401024,,711000000104874,1 C     ,,ALGECIRAS,661724,AV BRUSELAS,6," esc , planta 1,puerta C",2
SOLIVESA, ,1100401024,,711000000104492,1 E     ,,ALGECIRAS,664653,AV BRUSELAS,8," esc , planta 3,puerta C",4
SOLIVESA, ,2305003002,,851000000154184,1 D     ,,JAEN,85921287,AV CAMINO DE LAS CRUCES,20," esc , planta BJ,puerta ",1
SOLIVESA, ,2305003002,,851000000154265,1 D     ,,JAEN,85921368,AV CAMINO DE LAS CRUCES,4," esc , planta 4,puerta B",5
SOLIVESA, ,2305003002,,851000000154208,1 D     ,,JAEN,55921311,AV CAMINO DE LAS CRUCES,28," esc , planta 1,puerta B",3
SOLIVESA, ,2305003002,,851000000154206,1 D     ,,JAEN,35921309,AV CAMINO DE LAS CRUCES,26," esc , planta 1,puerta B",1
SOLIVESA, ,2305003002,,851000005635773,1 D     ,,JAEN,19878904,AV CAMINO DE LAS CRUCES,22," esc , planta 4,puerta IZQ",0
SOLIVESA, ,2305003002,,851000000154132,1 D     ,,JAEN,15921235,AV CAMINO DE LAS CRUCES,11," esc , planta 4,puerta IZQ",2
SOLIVESA, ,2305003002,,851000000154241,1 C     ,,JAEN,25921344,AV CAMINO DE LAS CRUCES,3," esc , planta 1,puerta B",4
SOLIVESA, ,2305003002,,851000000154222,0 D     ,,JAEN,15921325,AV CAMINO DE LAS CRUCES,2," esc , planta 3,puerta ",0
SOLIVESA, ,2305003002,,851000000154276,1 D     ,,JAEN,15921379,AV CAMINO DE LAS CRUCES,6," esc , planta 2,puerta A",2
SOLIVESA, ,2305003002,,851000005749712,1 D     ,,JAEN,50110145,AV CAMINO DE LAS CRUCES,30," esc , planta 3,puerta B",3
SOLIVESA, ,2305003002,,851000005749727,1 D     ,,JAEN,20110160,AV CAMINO DE LAS CRUCES,32," esc A, planta +1,puerta A",1
SOLIVESA, ,2305003002,,851000000154291,1 C     ,,JAEN,75921394,AV CAMINO DE LAS CRUCES,8-14," esc 1, planta 1,puerta A",5
SOLIVESA, ,2305003002,,851000000154286,1 D     ,,JAEN,25921389,AV CAMINO DE LAS CRUCES,7," esc , planta 3,puerta DCH",3
SOLIVESA, ,2305003002,,851000000154163,1 D     ,,JAEN,55921266,AV CAMINO DE LAS CRUCES,1," esc , planta 6,puerta C",5
SOLIVESA, ,2305003002,,851000000154230,0 D     ,,JAEN,95921333,AV CAMINO DE LAS CRUCES,34," esc , planta BJ,puerta ",0
SOLIVESA, ,2305003002,,851000000154191,1 F     ,,JAEN,65921294,AV CAMINO DE LAS CRUCES,24," esc , planta 3,puerta ",2
SOLIVESA, ,2305003002,,851000000154272,1 D     ,,JAEN,65921375,AV CAMINO DE LAS CRUCES,5," esc , planta 3,puerta D",2
SOLIVESA, ,2305003002,,851000000154300,1 C     ,,JAEN,75921403,AV CAMINO DE LAS CRUCES,9," esc , planta 3,puerta IZQ",1
SOLIVESA, ,2305003003,,851000000154187,1 D     ,,JAEN,25921290,AV CAMINO DE LAS CRUCES,21," esc , planta BJ,puerta ",0
SOLIVESA, ,2305003003,,851000000154149,1 D     ,,JAEN,95921252,AV CAMINO DE LAS CRUCES,19," esc , planta 2,puerta ",1
SOLIVESA, ,2305003002,,851000000154238,1 D     ,,JAEN,85921341,AV CAMINO DE LAS CRUCES,38," esc , planta 3,puerta D",1
SOLIVESA, ,2305003002,,851000000154232,0 D     ,,JAEN,25921335,AV CAMINO DE LAS CRUCES,36," esc , planta BJ,puerta ",0
SOLIVESA, ,1100401004,,711000000017080,1 D     ,,ALGECIRAS,928378,AV CAPITAN ONTAÐON,18," esc , planta 5,puerta C",1
SOLIVESA, ,1100401002,,711000000286323,1 E     ,,ALGECIRAS,72029299,AV CAPITAN ONTAÐON,B12," esc , planta 6,puerta E",
SOLIVESA, ,1100401002,,711000000286202,1 D     ,,ALGECIRAS,32029178,AV CAPITAN ONTAÐON,B9," esc , planta 1,puerta C",
SOLIVESA, ,1100401002,,711000000286197,2 D     ,,ALGECIRAS,72029173,AV CAPITAN ONTAÐON,B8," esc , planta 7,puerta A",
SOLIVESA, ,1100401002,,711000000264231,1 C     ,,ALGECIRAS,2592302,AV CAPITAN ONTAÐON,P1," esc , planta 2,puerta A",
SOLIVESA, ,1100401002,,711000000286137,1 F     ,,ALGECIRAS,12029113,AV CAPITAN ONTAÐON,B2," esc , planta 4,puerta A",
SOLIVESA, ,1100401002,,711000000286127,1 F     ,,ALGECIRAS,92029103,AV CAPITAN ONTAÐON,B1," esc , planta 7,puerta E",
SOLIVESA, ,1100401002,,711000000286172,1 C     ,,ALGECIRAS,92029148,AV CAPITAN ONTAÐON,B3," esc , planta 6,puerta B",
SOLIVESA, ,1100401002,NEXT_4B,931000004692971, ,,ALGECIRAS,90115305,AV CAPITAN ONTAÐON,B5," esc , planta 6,puerta B",
SOLIVESA, ,1100401004,,711000000016674,1 F     ,,ALGECIRAS,819698,AV CAPITAN ONTAÐON,20," esc , planta 4,puerta I",1
SOLIVESA, ,1100401004,,711000000016664,1 F     ,,ALGECIRAS,819697,AV CAPITAN ONTAÐON,22," esc , planta 4,puerta I",1
SOLIVESA, ,1100401004,,711000000016598,0 D     ,,ALGECIRAS,818722,AV CAPITAN ONTAÐON,24," esc , planta 2,puerta A",0
SOLIVESA, ,1100401002,NEXT_4B,931000005046604, ,,ALGECIRAS,40175546,AV CAPITAN ONTAÐON,B7," esc , planta 3,puerta B",
SOLIVESA, ,1100401002,,711000000264302,1 D     ,,ALGECIRAS,2592355,AV CAPITAN ONTAÐON,P2," esc , planta 6,puerta C",
SOLIVESA, ,1100401002,,711000000264301,1 C     ,,ALGECIRAS,2592354,AV CAPITAN ONTAÐON,P3," esc , planta 6,puerta B",
SOLIVESA, ,1100401002,,711000000286280,1 D     ,,ALGECIRAS,92029256,AV CAPITAN ONTAÐON,B11," esc , planta 5,puerta A",
SOLIVESA, ,1100401002,,711000000286370,1 D     ,,ALGECIRAS,92029346,AV CAPITAN ONTAÐON,B14," esc , planta 4,puerta A",
SOLIVESA, ,1100401002,,711000000286356,1 E     ,,ALGECIRAS,42029332,AV CAPITAN ONTAÐON,B13," esc , planta 7,puerta F",
SOLIVESA, ,1100401002,NEXT_4B,931000004692940, ,,ALGECIRAS,70115276,AV CAPITAN ONTAÐON,B4," esc , planta +1,puerta H",
SOLIVESA, ,1100401002,,711000000286257,1 C     ,,ALGECIRAS,42029233,AV CAPITAN ONTAÐON,B10," esc , planta 7,puerta A",
SOLIVESA, ,1100401002,NEXT_4B,931000005185080, ,,ALGECIRAS,70221899,AV CAPITAN ONTAÐON,B6," esc , planta 00,puerta B2",
SOLIVESA, ,3003001024,,410000802600007,1 D     ,,MURCIA,136350,AV CONSTITUCION,5," esc , planta 3,puerta B",0
SOLIVESA, ,3003001024,,410000802400008,1 C     ,,MURCIA,136314,AV CONSTITUCION,1," esc , planta 3,puerta B",0
SOLIVESA, ,3003001024,,412000000008082,1 D     ,,MURCIA,537786,AV CONSTITUCION,3," esc , planta 8,puerta B",0
SOLIVESA, ,2104102010,,741000000057300,1 C     ,,HUELVA,1363440,AV COSTA DE LA LUZ,16," esc , planta 2,puerta 2",4
SOLIVESA, ,2104102010,,741000000057293,1 C     ,,HUELVA,1363232,AV COSTA DE LA LUZ,18," esc , planta 11,puerta 1",2
SOLIVESA, ,2104102010,,741000000104388,1 C     ,,HUELVA,2270918,AV COSTA DE LA LUZ,2," esc IZ, planta 4,puerta A",4
SOLIVESA, ,2104102010,,741000000057644,1 E     ,,HUELVA,1363767,AV COSTA DE LA LUZ,6," esc , planta 4,puerta C",1
SOLIVESA, ,2104102010,,741000000057607,1 C     ,,HUELVA,1363143,AV COSTA DE LA LUZ,8," esc , planta 1,puerta D",2
SOLIVESA, ,2104102010,,741000000103616,1 C     ,,HUELVA,2271138,AV COSTA DE LA LUZ,4," esc , planta 7,puerta D",1
SOLIVESA, ,2104102010,,741000000057400,1 F     ,,HUELVA,1362792,AV COSTA DE LA LUZ,10," esc , planta 00,puerta B1",5
SOLIVESA, ,2104102010,,741000000057382,1 C     ,,HUELVA,1364161,AV COSTA DE LA LUZ,12," esc , planta 7,puerta 4",2
SOLIVESA, ,2104102010,,741000000057353,1 C     ,,HUELVA,1364227,AV COSTA DE LA LUZ,14," esc , planta 8,puerta 3",5
SOLIVESA, ,2104102006,,741000000058707,1 F     ,,HUELVA,1363155,AV CRISTOBAL COLON,111," esc , planta 1,puerta E",6
SOLIVESA, ,2104102006,,741000000058701,1 C     ,,HUELVA,1364184,AV CRISTOBAL COLON,113," esc , planta 8,puerta D",2
SOLIVESA, ,2104102006,,741000000058655,1 D     ,,HUELVA,1363945,AV CRISTOBAL COLON,115," esc , planta 5,puerta K",6
SOLIVESA, ,2104102006,,741000000058633,1 F     ,,HUELVA,1364196,AV CRISTOBAL COLON,117," esc , planta 8,puerta G",1
SOLIVESA, ,2104102006,,741000000058782,1 A     ,,HUELVA,1363367,AV CRISTOBAL COLON,107," esc , planta 2,puerta D",3
SOLIVESA, ,2104102006,,741000000106254,2 F     ,,HUELVA,2434335,AV CRISTOBAL COLON,106," esc , planta 3,puerta B",3
SOLIVESA, ,2104102006,,741000000058538,1 C     ,,HUELVA,1363184,AV CRISTOBAL COLON,121," esc , planta 1,puerta L",6
SOLIVESA, ,2104102006,,741000000058529,1 D     ,,HUELVA,1363625,AV CRISTOBAL COLON,123," esc , planta 3,puerta I",3
SOLIVESA, ,2104102006,,741000000058420,1 F     ,,HUELVA,1363797,AV CRISTOBAL COLON,105," esc , planta 4,puerta F",2
SOLIVESA, ,2104102006,,741000000106095,2 E     ,,HUELVA,2349744,AV CRISTOBAL COLON,96," esc , planta 3,puerta A",1
SOLIVESA, ,2104102006,,741000000058569,1 C     ,,HUELVA,1363101,AV CRISTOBAL COLON,119," esc , planta 1,puerta C",4
SOLIVESA, ,2104102006,,741000000058755,1 F     ,,HUELVA,1363725,AV CRISTOBAL COLON,109," esc , planta 4,puerta B",2
SOLIVESA, ,2104102006,,741000000058380,1 D     ,,HUELVA,1363729,AV CRISTOBAL COLON,80," esc , planta 4,puerta B",2
SOLIVESA, ,2104102006,,741000000058365,0 C     ,,HUELVA,1362677,AV CRISTOBAL COLON,90," esc , planta 00,puerta A",0
SOLIVESA, ,2104102006,,741000000058920,1 C     ,,HUELVA,1358079,AV CRISTOBAL COLON,125," esc , planta 1,puerta A",4
SOLIVESA, ,2104102006,,741000000058395,1 D     ,,HUELVA,1362991,AV CRISTOBAL COLON,86," esc , planta 1,puerta A",0
SOLIVESA, ,2104102006,,741000000088089,1 D     ,,HUELVA,1363570,AV CRISTOBAL COLON,72," esc , planta 3,puerta C",2
SOLIVESA, ,2104102006,,741000000058852,0 B     ,,HUELVA,1362556,AV CRISTOBAL COLON,110," esc , planta 00,puerta A",0
SOLIVESA, ,2104102006,,741000000058391,1 D     ,,HUELVA,1363723,AV CRISTOBAL COLON,82," esc , planta 4,puerta B",1
SOLIVESA, ,2104102006,,741000000109519,1 D     ,,HUELVA,2694185,AV CRISTOBAL COLON,74," esc , planta 4,puerta B",4
SOLIVESA, ,2104102006,,741000000058367,2 D     ,,HUELVA,1362678,AV CRISTOBAL COLON,92," esc , planta 00,puerta A",1
SOLIVESA, ,2104102010,,741000000056742,1 C     ,,HUELVA,1709307,AV CRISTOBAL COLON,25," esc , planta 1,puerta C",2
SOLIVESA, ,2104102010,,741000000094477,1 E     ,,HUELVA,1711423,AV CRISTOBAL COLON,23," esc , planta 3,puerta B",7
SOLIVESA, ,2104102010,,741000000057705,1 C     ,,HUELVA,1709109,AV CRISTOBAL COLON,29," esc , planta 1,puerta A",2
SOLIVESA, ,1100401024,,711000000105113,1 C     ,,ALGECIRAS,666706,AV DE ESPAÐA,2," esc , planta 6,puerta E",0
SOLIVESA, ,1100401024,,711000000104625,1 D     ,,ALGECIRAS,666675,AV DE FRANCIA,5," esc , planta 6,puerta D",0
SOLIVESA, ,1100401024,,711000000104447,1 C     ,,ALGECIRAS,664162,AV DE FRANCIA,4," esc , planta 3,puerta A",0
SOLIVESA, ,4109108004,,771000000364355,1 D     ,,SEVILLA,75391771,AV DE KANSAS CITY,30-2," esc , planta 6,puerta 624",0
SOLIVESA, ,4109108004,,771000000363945,1 C     ,,SEVILLA,25391361,AV DE KANSAS CITY,26," esc , planta 8,puerta 465",17
SOLIVESA, ,4109108004,,771000000364035,1 C     ,,SEVILLA,25391451,AV DE KANSAS CITY,28," esc , planta 00,puerta 120",38
SOLIVESA, ,4109108004,,771000000431144,1 E     ,,SEVILLA,65448677,AV DE KANSAS CITY,34," esc , planta 6,puerta 1",24
SOLIVESA, ,4109108004,,771000000585086,1 D     ,,SEVILLA,85613550,AV DE KANSAS CITY,32,"D esc , planta 8,puerta A",25
SOLIVESA, ,4109108004,,771000000364634,1 C     ,,SEVILLA,75392050,AV DE KANSAS CITY,38-1," esc , planta 5,puerta B",0
SOLIVESA, ,4109108004,,771000000364780,1 D     ,,SEVILLA,95392196,AV DE KANSAS CITY,44," esc , planta 3,puerta C",20
SOLIVESA, ,4109108004,,771000000422054,1 D     ,,SEVILLA,65439587,AV DE KANSAS CITY,38-3," esc , planta 5,puerta E",0
SOLIVESA, ,4109108004,,771000000422041,1 D     ,,SEVILLA,25439574,AV DE KANSAS CITY,38-2," esc , planta 8,puerta C",0
SOLIVESA, ,4109108004,,771000000422024,1 D     ,,SEVILLA,35439557,AV DE KANSAS CITY,34-3," esc , planta 5,puerta 1",0
SOLIVESA, ,4109108004,,771000000422001,1 E     ,,SEVILLA,75439534,AV DE KANSAS CITY,34-2," esc , planta 6,puerta 2",0
SOLIVESA, ,4109103005,,771000000358112,1 C     ,,SEVILLA,15385528,AV DE LA BUHAIRA,13," esc , planta 3,puerta B",7
SOLIVESA, ,4109103005,FTTH1,771000000358085,1 D     ,,SEVILLA,15385501,AV DE LA BUHAIRA,11,"P2 esc , planta 2,puerta B",15
SOLIVESA, ,4109103005,,771000000358066,1 D     ,,SEVILLA,95385482,AV DE LA BUHAIRA,11-13," esc , planta 00,puerta 3",22
SOLIVESA, ,2104102006,,741000000102791,0 C     ,,HUELVA,2104777,AV DE LA UNION EUROPEA,8," esc , planta 1,puerta A",0
SOLIVESA, ,2104102007,,741000000104418,1 C     ,,HUELVA,2271683,AV DE LA UNION EUROPEA,1," esc , planta 3,puerta C",3
SOLIVESA, ,2104102006,,741000000102784,1 F     ,,HUELVA,2104794,AV DE LA UNION EUROPEA,6," esc , planta 1,puerta B",1
SOLIVESA, ,1402102003,,771000000751806,1 D     ,,CORDOBA,15762007,AV DE LA VIÐUELA,2," esc , planta 2,puerta 9",0
SOLIVESA, ,1402102003,,771000000789754,1 D     ,,CORDOBA,85797285,AV DE LA VIÐUELA,4," esc , planta 1,puerta 11",0
SOLIVESA, ,1402102003,,771000000751909,1 C     ,,CORDOBA,55762110,AV DE LA VIÐUELA,6," esc , planta 4,puerta 6",0
SOLIVESA, ,1402102003,,771000000751947,1 D     ,,CORDOBA,75762148,AV DE LA VIÐUELA,8," esc , planta 4,puerta 4",0
SOLIVESA, ,1402102003,,771000000751464,1 D     ,,CORDOBA,15761665,AV DE LA VIÐUELA,12," esc , planta 3,puerta 8",0
SOLIVESA, ,4625012015,,211000000550686,1 C     ,VALENCIA,VALENCIA,1422247,AV DEL PUERTO,211," esc , planta 7,puerta 13",5
SOLIVESA, ,4625012015,,211000000550722,1 D     ,VALENCIA,VALENCIA,1422370,AV DEL PUERTO,209," esc , planta 8,puerta 31",6
SOLIVESA, ,4625012015,,212000000036528,1 F     ,VALENCIA,VALENCIA,845553,AV DEL PUERTO,207," esc , planta 8,puerta 30",5
SOLIVESA, ,4625012015,,211000000550894,1 F     ,VALENCIA,VALENCIA,1421004,AV DEL PUERTO,217," esc , planta 2,puerta 04",1
SOLIVESA, ,4625012015,,211000000647109,1 D     ,VALENCIA,VALENCIA,42352414,AV DEL PUERTO,223," esc 1, planta 6,puerta 11",4
SOLIVESA, ,4625012015,,211000000550858,1 D     ,VALENCIA,VALENCIA,1420433,AV DEL PUERTO,213," esc , planta 00,puerta 00",2
SOLIVESA, ,4625012015,,211000000550854,1 D     ,VALENCIA,VALENCIA,1422170,AV DEL PUERTO,219," esc , planta 6,puerta 22",2
SOLIVESA, ,4625012015,,212000000036540,1 C     ,VALENCIA,VALENCIA,1421908,AV DEL PUERTO,221," esc , planta 5,puerta 10",4
SOLIVESA, ,4625012033,,211000000550752,1 D     ,VALENCIA,VALENCIA,1422152,AV DEL PUERTO,246," esc , planta 6,puerta 21",6
SOLIVESA, ,4625012033,,212000000041684,1 D     ,VALENCIA,VALENCIA,907661,AV DEL PUERTO,256," esc , planta 7,puerta 14",4
SOLIVESA, ,4625012033,,211000000640953,1 C     ,VALENCIA,VALENCIA,2903718,AV DEL PUERTO,252," esc , planta 5,puerta 15",0
SOLIVESA, ,4625012033,,212000000032863,1 D     ,VALENCIA,VALENCIA,772890,AV DEL PUERTO,234," esc , planta 2,puerta 7",6
SOLIVESA, ,4625012033,,212000000047944,1 C     ,VALENCIA,VALENCIA,966229,AV DEL PUERTO,254," esc , planta 6,puerta 11",3
SOLIVESA, ,4625012033,,211000000550772,1 C     ,VALENCIA,VALENCIA,1420611,AV DEL PUERTO,250," esc , planta 1,puerta 01",0
SOLIVESA, ,4625012033,,211000000659177,1 D     ,VALENCIA,VALENCIA,98725922,AV DEL PUERTO,248," esc , planta 7,puerta 19",0
SOLIVESA, ,1100401025,,711000354354804, E     ,VALENCIA,ALGECIRAS,1615908,AV DIPUTACION,56," esc , planta 00,puerta A",
SOLIVESA, ,2104102009,,741000118135418,1 C     ,VALENCIA,HUELVA,1679120,AV DOCTOR RUBIO,11," esc , planta 3,puerta B",4
SOLIVESA, ,2104102009,,741000118135411,1 D     ,VALENCIA,HUELVA,1679968,AV DOCTOR RUBIO,9," esc , planta 7,puerta B",4
SOLIVESA, ,2104102009,,741000118135396,1 D     ,VALENCIA,HUELVA,1679969,AV DOCTOR RUBIO,7," esc , planta 7,puerta B",6
SOLIVESA, ,2104102009,,741000118135451,1 D     ,VALENCIA,HUELVA,1135441,AV DOCTOR RUBIO,15," esc , planta 3,puerta C",4
SOLIVESA, ,2104102009,,741000118135368,1 F     ,VALENCIA,HUELVA,1135867,AV DOCTOR RUBIO,3," esc , planta 7,puerta E",3
SOLIVESA, ,2104102009,,741000000053874,1 D     ,VALENCIA,HUELVA,1135798,AV DOCTOR RUBIO,17," esc , planta 6,puerta E",5
SOLIVESA, ,2104102009,,741000118135430,1 C     ,VALENCIA,HUELVA,1678557,AV DOCTOR RUBIO,13," esc , planta 2,puerta A",1
SOLIVESA, ,2104102009,,741000000053843,1 D     ,VALENCIA,HUELVA,1135369,AV DOCTOR RUBIO,19," esc , planta 3,puerta A",4
SOLIVESA, ,2104102009,,741000118135378,1 E     ,VALENCIA,HUELVA,1679724,AV DOCTOR RUBIO,5," esc , planta 5,puerta E",2
SOLIVESA, ,2305005001,,851000000215236,1 C     ,VALENCIA,JAEN,45982339,AV EJERCITO ESPAÐOL,14," esc , planta 26,puerta ",0
SOLIVESA, ,2305005001,,851000000210422,1 D     ,VALENCIA,JAEN,55977525,AV EJERCITO ESPAÐOL,16-2," esc , planta 1,puerta B",0
SOLIVESA, ,4109109015,,771000000644941,2 E     ,VALENCIA,SEVILLA,45673648,AV EMILIA BARRAL,24,"BL4 esc , planta 3,puerta D",1
SOLIVESA, ,4109109015,,771000000644022,2 C     ,VALENCIA,SEVILLA,35672729,AV EMILIA BARRAL,26,"BL5 esc 1, planta +1,puerta A",0
