AGENCIA,AGENTE,SECCION_CENSAL,PROYECTO,DAT_ID,CUALI,PROVINCIA,MUNICIPIO,IDDIR,CALLE,NUMERO,DIRECCION,INFOBEL 2014
SOLIVESA, ,2305004011,,851000000162330,1 C     ,,JAEN,95929433,CL COMUNIDAD DE MADRID,5," esc , planta 5,puerta G",
SOLIVESA, ,2305004011,,851000000162316,1 C     ,,JAEN,45929419,CL COMUNIDAD DE MADRID,3," esc , planta 3,puerta F",
SOLIVESA, ,2305004011,,851000000162306,1 F     ,,JAEN,35929409,CL COMUNIDAD DE MADRID,1," esc , planta 4,puerta D",
SOLIVESA, ,2305004011,,851000000162354,1 D     ,,JAEN,65929457,CL COMUNIDAD DE NAVARRA,14," esc , planta 5,puerta B",
SOLIVESA, ,2305004011,,851000000162340,1 C     ,,JAEN,15929443,CL COMUNIDAD DE NAVARRA,10," esc , planta 4,puerta O",
SOLIVESA, ,2305004011,,851000000162433,1 C     ,,JAEN,45929536,CL COMUNIDAD DE NAVARRA,8," esc , planta 5,puerta Q",
SOLIVESA, ,2305004011,,851000000162422,1 C     ,,JAEN,25929525,CL COMUNIDAD DE NAVARRA,6," esc , planta 5,puerta Z",
SOLIVESA, ,2305004011,,851000000162411,1 D     ,,JAEN,95929514,CL COMUNIDAD DE NAVARRA,4," esc , planta 5,puerta K",
SOLIVESA, ,2305004011,,851000000162380,1 D     ,,JAEN,55929483,CL COMUNIDAD DE NAVARRA,2," esc , planta 4,puerta J",
SOLIVESA, ,2305004011,,851000000218308,1 C     ,,JAEN,75985411,CL COMUNIDAD DE NAVARRA,12," esc , planta 3,puerta J",
SOLIVESA, ,0203703001,,551000000062032,1 C     ,ALBACETE,HELLIN,30022187,CL CONCEPCION,3," esc , planta 2,puerta IZ",
SOLIVESA, ,0203703001,,551000000062022,1 D     ,ALBACETE,HELLIN,20022177,CL CONCEPCION,7," esc , planta 1,puerta DR",
SOLIVESA, ,0203703001,,551000000062013,1 D     ,ALBACETE,HELLIN,20022168,CL CONCEPCION,6," esc , planta 1,puerta DR",
SOLIVESA, ,0203703001,,551000000062066,1 F     ,ALBACETE,HELLIN,10022221,CL CONCEPCION,1," esc , planta 4,puerta A",
SOLIVESA, ,0203703001,,551000000062053,1 D     ,ALBACETE,HELLIN,60022208,CL CONCEPCION,2," esc , planta 4,puerta A",
SOLIVESA, ,0203703001,,551000000104834,1 D     ,ALBACETE,HELLIN,52458534,CL CONCEPCION,5," esc , planta 2,puerta DR",
SOLIVESA, ,0203703001,,551000000062042,1 C     ,ALBACETE,HELLIN,40022197,CL CONCEPCION,4," esc , planta 3,puerta DR",
SOLIVESA, ,0203703003,,551000000072144,1 D     ,ALBACETE,HELLIN,80032299,CL CONCHA ESPINA,7," esc , planta 00,puerta IZ",
SOLIVESA, ,0203703003,,551000000072138,1 C     ,ALBACETE,HELLIN,20032293,CL CONCHA ESPINA,5," esc , planta 1,puerta IZ",
SOLIVESA, ,0203703003,,551000000072150,1 D     ,ALBACETE,HELLIN,50032305,CL CONCHA ESPINA,2," esc , planta 00,puerta B",
SOLIVESA, ,0203703003,,551000000072135,1 D     ,ALBACETE,HELLIN,80032290,CL CONCHA ESPINA,1," esc , planta 1,puerta DR",
SOLIVESA, ,0203703003,,551000000072143,1 D     ,ALBACETE,HELLIN,70032298,CL CONCHA ESPINA,3," esc , planta 1,puerta DR",
SOLIVESA, ,0203703003,,551000000072190,0 D     ,ALBACETE,HELLIN,90032345,CL CONCHA ESPINA,9," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072193,0 C     ,ALBACETE,HELLIN,30032348,CL CONCHA ESPINA,15," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072192,1 D     ,ALBACETE,HELLIN,20032347,CL CONCHA ESPINA,13," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072189,1 F     ,ALBACETE,HELLIN,80032344,CL CONCHA ESPINA,29," esc , planta 3,puerta DR",
SOLIVESA, ,0203703003,,551000000072178,1 D     ,ALBACETE,HELLIN,60032333,CL CONCHA ESPINA,27," esc , planta 2,puerta IZ",
SOLIVESA, ,0203703003,,551000000072175,0 E     ,ALBACETE,HELLIN,30032330,CL CONCHA ESPINA,25," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072174,0 C     ,ALBACETE,HELLIN,20032329,CL CONCHA ESPINA,23," esc , planta 2,puerta 1",
SOLIVESA, ,0203703003,,551000000072131,1 D     ,ALBACETE,HELLIN,40032286,CL CONCHA ESPINA,8," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072195,1 D     ,ALBACETE,HELLIN,50032350,CL CONCHA ESPINA,19," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072191,0 D     ,ALBACETE,HELLIN,10032346,CL CONCHA ESPINA,11," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072163,1 D     ,ALBACETE,HELLIN,90032318,CL CONCHA ESPINA,6," esc , planta 00,puerta 1",
SOLIVESA, ,1808707006,,851000000250948,1 B     ,,GRANADA,36018122,CL CONDE DE TENDILLAS,19," esc , planta 1,puerta C",
SOLIVESA, ,1808707006,,851000000250977,1 F     ,,GRANADA,56018151,CL CONDE DE TENDILLAS,31," esc , planta 1,puerta B",
SOLIVESA, ,1808707006,,851000000250943,1 D     ,,GRANADA,76018117,CL CONDE DE TENDILLAS,17," esc , planta 4,puerta A",
SOLIVESA, ,1808707006,,851000000250975,1 C     ,,GRANADA,36018149,CL CONDE DE TENDILLAS,29," esc , planta 3,puerta A",
SOLIVESA, ,1100401002,,711000295388854,1 C     ,,ALGECIRAS,1120120,CL CORONEL CEBALLOS,20," esc , planta 2,puerta B",
SOLIVESA, ,1100401002,,711000295388520,0 D     ,,ALGECIRAS,1116829,CL CORONEL CEBALLOS,23," esc , planta 1,puerta I",
SOLIVESA, ,1100401002,,711000295388510,1 D     ,,ALGECIRAS,1120119,CL CORONEL CEBALLOS,21," esc , planta 3,puerta I",
SOLIVESA, ,1100401002,,711000295388865,0 D     ,,ALGECIRAS,1116762,CL CORONEL CEBALLOS,14," esc , planta 1,puerta A",
SOLIVESA, ,1100401002,,711000295388799,0 C     ,,ALGECIRAS,1116724,CL CORONEL CEBALLOS,24," esc , planta 1,puerta B",
SOLIVESA, ,1100401002,,711000295388493,0 C     ,,ALGECIRAS,1112835,CL CORONEL CEBALLOS,17," esc , planta 00,puerta A",
SOLIVESA, ,1100401002,,711000295388489,0 C     ,,ALGECIRAS,1112838,CL CORONEL CEBALLOS,15," esc , planta 00,puerta A",
SOLIVESA, ,1100401002,,711000295388486,0 D     ,,ALGECIRAS,1112834,CL CORONEL CEBALLOS,13," esc , planta 00,puerta A",
SOLIVESA, ,1100401002,,711000295388481,0 D     ,,ALGECIRAS,1114661,CL CORONEL CEBALLOS,11," esc , planta 00,puerta A",
SOLIVESA, ,1100401002,,711000295388473,0 D     ,,ALGECIRAS,1116466,CL CORONEL CEBALLOS,7," esc , planta 1,puerta 01",
SOLIVESA, ,1100401002,,711000295388877,0 D     ,,ALGECIRAS,1116766,CL CORONEL CEBALLOS,12," esc , planta 1,puerta A",
SOLIVESA, ,1100401002,,711000295388829,1 F     ,,ALGECIRAS,1118855,CL CORONEL CEBALLOS,22," esc , planta 2,puerta A",
SOLIVESA, ,0203703002,,551000000069199,1 D     ,ALBACETE,HELLIN,60029354,CL CRISTOBAL LOZANO,8," esc , planta 3,puerta IZ",
SOLIVESA, ,0203703002,,551000000069194,1 D     ,ALBACETE,HELLIN,10029349,CL CRISTOBAL LOZANO,12," esc , planta 1,puerta 1",
SOLIVESA, ,0203703002,,551000000069188,1 D     ,ALBACETE,HELLIN,40029343,CL CRISTOBAL LOZANO,10," esc , planta 3,puerta IZ",
SOLIVESA, ,0203703002,,551000000069228,1 C     ,ALBACETE,HELLIN,80029383,CL CRISTOBAL LOZANO,35," esc , planta 00,puerta 1",
SOLIVESA, ,0203703002,,551000000069221,0 A     ,ALBACETE,HELLIN,10029376,CL CRISTOBAL LOZANO,21," esc , planta 00,puerta 1",
SOLIVESA, ,0203703002,,551000000069220,1 C     ,ALBACETE,HELLIN,90029375,CL CRISTOBAL LOZANO,19," esc , planta 4,puerta B",
SOLIVESA, ,0203703002,,551000000069209,1 D     ,ALBACETE,HELLIN,70029364,CL CRISTOBAL LOZANO,15," esc , planta 2,puerta 1",
SOLIVESA, ,0203703002,,551000000069207,0 C     ,ALBACETE,HELLIN,50029362,CL CRISTOBAL LOZANO,13," esc , planta 3,puerta 1",
SOLIVESA, ,0203703002,,551000000069204,0 D     ,ALBACETE,HELLIN,20029359,CL CRISTOBAL LOZANO,11," esc , planta 00,puerta 1",
SOLIVESA, ,0203703002,,551000000069210,0 C     ,ALBACETE,HELLIN,80029365,CL CRISTOBAL LOZANO,17," esc , planta 1,puerta 1",
SOLIVESA, ,0203703002,,551000000069203,1 C     ,ALBACETE,HELLIN,10029358,CL CRISTOBAL LOZANO,9," esc , planta 00,puerta 1",
SOLIVESA, ,0203703002,,551000000069227,0 C     ,ALBACETE,HELLIN,70029382,CL CRISTOBAL LOZANO,33," esc , planta 00,puerta 1",
SOLIVESA, ,0203703002,,551000000069224,1 D     ,ALBACETE,HELLIN,40029379,CL CRISTOBAL LOZANO,27," esc , planta 00,puerta 1",
SOLIVESA, ,1808703034,,851000000083458,1 C     ,,GRANADA,55850562,CL CRISTOBAL MORALES,145,"9 esc , planta 00,puerta ",
SOLIVESA, ,3003001016,,410000030100014,1 F     ,,MURCIA,24443,CL CRONISTA CARLOS VALCARCEL,4," esc , planta 5,puerta D",
SOLIVESA, ,3003001016,,410000032900021,1 C     ,,MURCIA,24908,CL CRONISTA CARLOS VALCARCEL,2," esc , planta 7,puerta A",
SOLIVESA, ,3003001015,,410000030500027,1 C     ,,MURCIA,24518,CL CRONISTA CARLOS VALCARCEL,1," esc , planta 12,puerta A",
SOLIVESA, ,0203703003,,551000000086514, ,ALBACETE,HELLIN,92086379,CL CRONISTA EMILIANO MARTINEZ,16," esc , planta 1,puerta A",
SOLIVESA, ,0203703003,,551000000072624,1 C     ,ALBACETE,HELLIN,20032779,CL CRONISTA EMILIANO MARTINEZ,6," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072619,0 D     ,ALBACETE,HELLIN,60032774,CL CRONISTA EMILIANO MARTINEZ,7," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072616,0 D     ,ALBACETE,HELLIN,30032771,CL CRONISTA EMILIANO MARTINEZ,13," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072615,0 C     ,ALBACETE,HELLIN,20032770,CL CRONISTA EMILIANO MARTINEZ,11," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,521000003571375, ,ALBACETE,HELLIN,99520198,CL CRONISTA EMILIANO MARTINEZ,8," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072613,1 D     ,ALBACETE,HELLIN,90032768,CL CRONISTA EMILIANO MARTINEZ,3," esc , planta 1,puerta 1",
SOLIVESA, ,0203703003,,551000000072623,0 F     ,ALBACETE,HELLIN,10032778,CL CRONISTA EMILIANO MARTINEZ,4," esc , planta 00,puerta 1",
SOLIVESA, ,0203703003,,551000000072618,0 D     ,ALBACETE,HELLIN,50032773,CL CRONISTA EMILIANO MARTINEZ,17," esc , planta 00,puerta 1",
SOLIVESA, ,1808707018,,851000000251608,1 D     ,,GRANADA,66018782,CL CRUZ DEL SUR,7," esc , planta BJ,puerta IZQ",
SOLIVESA, ,1808707018,,851000000251535,1 D     ,,GRANADA,56018709,CL CRUZ DEL SUR,3," esc , planta BJ,puerta DCH",
SOLIVESA, ,1808707018,,851000000251572,1 D     ,,GRANADA,66018746,CL CRUZ DEL SUR,5," esc , planta BJ,puerta IZQ",
SOLIVESA, ,1808707018,,851000000251642,1 D     ,,GRANADA,46018816,CL CRUZ DEL SUR,9," esc , planta BJ,puerta DCH",
SOLIVESA, ,2906709001,,851000000321879,1 D     ,,MALAGA,56089053,CL CUARTELES,2," esc , planta 2,puerta A",
SOLIVESA, ,2305003001,,851000000210736,1 C     ,,JAEN,45977839,CL CUESTA DE BELEN,2," esc IZ, planta 4,puerta A",
SOLIVESA, ,2305003001,,851000000163507,1 D     ,,JAEN,75930610,CL CUESTA DE BELEN,3," esc , planta 2,puerta C",
SOLIVESA, ,2305003001,,851000000163524,1 C     ,,JAEN,65930627,CL CUESTA DE BELEN,4," esc , planta BJ,puerta ",
SOLIVESA, ,2305003001,,851000000163484,0 C     ,,JAEN,25930587,CL CUESTA DE BELEN,1," esc , planta 2,puerta ",
SOLIVESA, ,2305003001,,851000000186249,1 D     ,,JAEN,65953352,CL CUESTA DE LA VIRGEN,2," esc , planta 1,puerta DCH",
SOLIVESA, ,3003001056,,411000000512191,1 D     ,,MURCIA,12320263,CL DAVID,15," esc 3, planta PB,puerta 1",
SOLIVESA, ,3003001056,,411000000369935,0 D     ,,MURCIA,1570633,CL DAVID,24," esc , planta 1,puerta C",
SOLIVESA, ,3003001056,,411000000379462,0 C     ,,MURCIA,1568396,CL DAVID,3," esc , planta 00,puerta A",
SOLIVESA, ,3003001056,,421000004499105, ,,MURCIA,89958407,CL DAVID,22," esc , planta 1,puerta 1",
SOLIVESA, ,3003001056,,411000000476281,0 C     ,,MURCIA,2623849,CL DAVID,13," esc 2, planta 1,puerta C",
SOLIVESA, ,3003001056,,411000000370487,0 E     ,,MURCIA,1570582,CL DAVID,2," esc , planta 1,puerta A",
SOLIVESA, ,3003001056,,411000000476288,0 C     ,,MURCIA,2623871,CL DAVID,11," esc 1, planta 2,puerta A",
SOLIVESA, ,3003001056,,411000000370663,0 E     ,,MURCIA,1570646,CL DAVID,17," esc , planta 1,puerta B",
SOLIVESA, ,3003001056,,411000000370660,1 D     ,,MURCIA,1568238,CL DAVID,19," esc , planta 00,puerta A",
SOLIVESA, ,3003001056,,411000000369949,0 C     ,,MURCIA,1570722,CL DAVID,26," esc , planta 1,puerta ",
SOLIVESA, ,3003001056,,411000000369992,0 C     ,,MURCIA,1568008,CL DAVID,14-16," esc , planta PB,puerta ",
SOLIVESA, ,3003001056,,411000000461282,0 C     ,,MURCIA,2417677,CL DAVID,28," esc , planta 2,puerta A",
SOLIVESA, ,3003001056,,421000001190025,0 C     ,,MURCIA,33317050,CL DAVID,1," esc , planta 2,puerta B",
SOLIVESA, ,3003001056,,411000000370503,0 F     ,,MURCIA,1571027,CL DAVID,4," esc , planta 3,puerta A",
SOLIVESA, ,2906709001,,851000000323104,2 D     ,,MALAGA,66090278,CL DCNO FELIX NAVARRETE,2-D,"D esc , planta 10,puerta D",
SOLIVESA, ,2305004013,,851000000218045,1 D     ,,JAEN,55985148,CL DE CANARIAS,1," esc , planta 5,puerta C",
SOLIVESA, ,2305004013,,851000000219571,1 D     ,,JAEN,15986674,CL DE CANARIAS,2," esc , planta 4,puerta A",
SOLIVESA, ,2305004013,,851000000218520,0 D     ,,JAEN,35985623,CL DE CANARIAS,6," esc DU2, planta 1,puerta A",
SOLIVESA, ,2305004013,,851000000218058,1 C     ,,JAEN,95985161,CL DE CANARIAS,5," esc , planta 2,puerta B",
SOLIVESA, ,2305004013,,851000000218534,1 E     ,,JAEN,85985637,CL DE CANARIAS,8," esc , planta 1,puerta RC2",
SOLIVESA, ,3003001021,,410000616100010,1 D     ,,MURCIA,135392,CL DE OLMA,21,"C esc , planta 4,puerta B",
SOLIVESA, ,3003001021,,410000708400004,1 E     ,,MURCIA,131549,CL DE OLMA,19," esc , planta 2,puerta DR",
SOLIVESA, ,3003001021,,410000708300007,1 C     ,,MURCIA,131544,CL DE OLMA,17," esc , planta 4,puerta IZ",
SOLIVESA, ,3003001021,,411000000464553,1 D     ,,MURCIA,2453380,CL DE OLMA,15," esc , planta 3,puerta C",
SOLIVESA, ,3003001025,,410000613900015,1 D     ,,MURCIA,135022,CL DE OLMA,31," esc , planta 7,puerta H",
SOLIVESA, ,3003001025,,410000614000025,1 C     ,,MURCIA,135047,CL DE OLMA,29," esc , planta 7,puerta D",
SOLIVESA, ,3003001025,,410000614600026,1 C     ,,MURCIA,135219,CL DE OLMA,25," esc , planta 7,puerta U",
SOLIVESA, ,3003001025,,410000614100012,1 C     ,,MURCIA,135061,CL DE OLMA,27," esc , planta 6,puerta B",
SOLIVESA, ,3003001025,,410000614700028,1 E     ,,MURCIA,135250,CL DE OLMA,23," esc , planta 7,puerta L",
SOLIVESA, ,2305005001,,851000000168302,1 C     ,,JAEN,55935405,CL DE SEFARAD,8," esc , planta 1,puerta F",
SOLIVESA, ,2305005001,,851000000168256,0 E     ,,JAEN,45935359,CL DE SEFARAD,6," esc , planta 2,puerta DCH",
SOLIVESA, ,2305005001,,851000000168240,1 D     ,,JAEN,65935343,CL DE SEFARAD,4," esc , planta 5,puerta IZQ",
SOLIVESA, ,2305005001,,851000000168150,1 D     ,,JAEN,65935253,CL DE SEFARAD,2," esc , planta 6,puerta C",
SOLIVESA, ,2305005001,,851000000168006,1 D     ,,JAEN,65935109,CL DE SEFARAD,12," esc , planta 6,puerta C",
SOLIVESA, ,2305005001,,851000000214279,1 D     ,,JAEN,15981382,CL DE SEFARAD,18,"B esc , planta 4,puerta G",
SOLIVESA, ,2305005001,,851000000167995,1 D     ,,JAEN,45935098,CL DE SEFARAD,10," esc , planta 5,puerta IZQ",
SOLIVESA, ,2305003003,,851000000163649,1 D     ,,JAEN,55930752,CL DEL ADELANTADO,1," esc , planta 1,puerta A",
SOLIVESA, ,1808703033,,851000000083897,1 F     ,,GRANADA,35851001,CL DEL PADRE CLARET,10,"P3 esc , planta 4,puerta B",
SOLIVESA, ,1808703033,,851000000083854,1 D     ,,GRANADA,55850958,CL DEL PADRE CLARET,12,"P2 esc , planta 5,puerta C",
SOLIVESA, ,1808703033,,851000000081979,1 C     ,,GRANADA,25849083,CL DEL PADRE CLARET,2,"P2 esc , planta 2,puerta D",
SOLIVESA, ,1808703033,,851000000073558,1 D     ,,GRANADA,55840662,CL DEL PADRE CLARET,15-2," esc , planta 4,puerta B",
SOLIVESA, ,1808703033,,851000000073438,1 D     ,,GRANADA,25840542,CL DEL PADRE CLARET,11-6," esc , planta 2,puerta B",
SOLIVESA, ,1808703033,,851000000084507,1 E     ,,GRANADA,15851611,CL DEL PADRE CLARET,4,"P6 esc , planta 5,puerta D",
SOLIVESA, ,1808703033,,851000000084560,1 D     ,,GRANADA,95851664,CL DEL PADRE CLARET,8,"P4 esc , planta BJ,puerta A",
SOLIVESA, ,1808703033,,851000000073470,1 C     ,,GRANADA,75840574,CL DEL PADRE CLARET,11-7," esc , planta 3,puerta B",
SOLIVESA, ,1808703033,,851000000083914,1 D     ,,GRANADA,25851018,CL DEL PADRE CLARET,14,"P1 esc , planta 3,puerta A",
SOLIVESA, ,1808703033,,851000000084516,1 D     ,,GRANADA,15851620,CL DEL PADRE CLARET,6,"P5 esc , planta 1,puerta D",
SOLIVESA, ,1808703033,,851000000073431,1 F     ,,GRANADA,45840535,CL DEL PADRE CLARET,9-9," esc , planta 00,puerta C",
SOLIVESA, ,1808703033,,851000000073579,1 D     ,,GRANADA,85840683,CL DEL PADRE CLARET,17-1," esc , planta 2,puerta C",
SOLIVESA, ,1808703033,,851000000073524,1 C     ,,GRANADA,75840628,CL DEL PADRE CLARET,13-5," esc , planta 2,puerta D",
SOLIVESA, ,1808703033,,851000000073516,1 D     ,,GRANADA,85840620,CL DEL PADRE CLARET,13-4," esc , planta 00,puerta A",
SOLIVESA, ,2305003001,,851000000183580,0 C     ,,JAEN,15950683,CL DEL REAL JAEN,7," esc , planta 1,puerta ",
SOLIVESA, ,2305003001,,851000000183560,1 D     ,,JAEN,85950663,CL DEL REAL JAEN,1," esc , planta 4,puerta C",
SOLIVESA, ,2305003001,,851000000183570,1 D     ,,JAEN,95950673,CL DEL REAL JAEN,3," esc , planta 1,puerta ",
SOLIVESA, ,2305003001,,851000000183545,1 D     ,,JAEN,25950648,CL DEL REAL JAEN,13," esc , planta 3,puerta DCH",
SOLIVESA, ,2305003001,,851000000183540,0 D     ,,JAEN,65950643,CL DEL REAL JAEN,11," esc , planta 1,puerta ",
SOLIVESA, ,2305003001,,851000005433167,1 D     ,,JAEN,19051129,CL DEL REAL JAEN,9," esc , planta 6,puerta A",
SOLIVESA, ,2305003001,,851000000183548,1 D     ,,JAEN,55950651,CL DEL REAL JAEN,19," esc , planta BJ,puerta ",
SOLIVESA, ,2305003001,,851000000183547,1 D     ,,JAEN,45950650,CL DEL REAL JAEN,17," esc , planta BJ,puerta ",
SOLIVESA, ,2305003001,,851000000183567,1 D     ,,JAEN,65950670,CL DEL REAL JAEN,21," esc , planta BJ,puerta X17",
SOLIVESA, ,0200305013,,511000000035765,1 C     ,,ALBACETE,1180684,CL DEMETRIO NALDA,3," esc , planta 5,puerta F",
SOLIVESA, ,0200305013,,511000000035826,1 C     ,,ALBACETE,1180657,CL DEMETRIO NALDA,9," esc , planta 4,puerta D",
SOLIVESA, ,0200305013,,511000000035807,1 C     ,,ALBACETE,1180730,CL DEMETRIO NALDA,7," esc , planta 5,puerta G",
SOLIVESA, ,0200305013,,511000000035786,1 C     ,,ALBACETE,1180732,CL DEMETRIO NALDA,5," esc , planta 5,puerta G",
SOLIVESA, ,4109103005,FTTH1,771000000497023,1 C     ,,SEVILLA,35424608,CL DIEGO ANGULO IÐIGUEZ,4," esc , planta 4,puerta C",
SOLIVESA, ,4109103005,,771000000459033,1 D     ,,SEVILLA,45476566,CL DIEGO ANGULO IÐIGUEZ,6,"8P3 esc , planta 4,puerta C",
SOLIVESA, ,4109103005,FTTH1,771000000497007,1 E     ,,SEVILLA,55424592,CL DIEGO ANGULO IÐIGUEZ,2," esc , planta 3,puerta A",
SOLIVESA, ,0203703001,,551000000069293,1 C     ,ALBACETE,HELLIN,10029448,CL DOCTOR ALONSO SANTOS,2," esc , planta 00,puerta DR",
SOLIVESA, ,0203703001,,551000000069305,1 D     ,ALBACETE,HELLIN,40029460,CL DOCTOR ALONSO SANTOS,6," esc , planta 3,puerta IZ",
SOLIVESA, ,0203703001,,551000000069296,1 C     ,ALBACETE,HELLIN,40029451,CL DOCTOR ALONSO SANTOS,4," esc , planta 1,puerta DR",
SOLIVESA, ,0203703001,,551000000069314,1 F     ,ALBACETE,HELLIN,40029469,CL DOCTOR ALONSO SANTOS,1," esc , planta 3,puerta DR",
SOLIVESA, ,0306505002,,221000000080690,1 F     ,,ELCHE,2201354,CL DOCTOR CARO,37," esc 1, planta 6,puerta I",
SOLIVESA, ,0306505002,,221000000085336,1 D     ,,ELCHE,1999709,CL DOCTOR CARO,20," esc 1, planta 5,puerta IZ",
SOLIVESA, ,0306505002,,221000000080200,1 C     ,,ELCHE,1682414,CL DOCTOR CARO,3," esc 1, planta 5,puerta 1",
SOLIVESA, ,0306505002,,221000000080718,1 A     ,,ELCHE,2201507,CL DOCTOR CARO,31," esc 1, planta 7,puerta 1",
SOLIVESA, ,0306505002,,221000000484145,1 C     ,,ELCHE,46519981,CL DOCTOR CARO,12," esc , planta 00,puerta 1",
SOLIVESA, ,0306505002,,221000000085571,0 C     ,,ELCHE,2200500,CL DOCTOR CARO,32," esc 1, planta 3,puerta 1",
SOLIVESA, ,0306505002,,221000000085351,1 D     ,,ELCHE,1999262,CL DOCTOR CARO,18," esc 1, planta 3,puerta CT",
SOLIVESA, ,0306505002,,221000000085245,1 C     ,,ELCHE,1998322,CL DOCTOR CARO,14," esc 1, planta 1,puerta 1",
SOLIVESA, ,0306505002,,221000000460564,1 C     ,,ELCHE,12344086,CL DOCTOR CARO,10," esc , planta 4,puerta 1",
SOLIVESA, ,0306505002,,221000000085203,1 C     ,,ELCHE,1998738,CL DOCTOR CARO,4," esc 1, planta 2,puerta 1",
SOLIVESA, ,0306505002,,221000000085200,1 C     ,,ELCHE,1999975,CL DOCTOR CARO,2," esc 1, planta 6,puerta 1",
SOLIVESA, ,0306505002,,221000000085162,1 D     ,,ELCHE,1999983,CL DOCTOR CARO,6," esc 1, planta 6,puerta 1",
SOLIVESA, ,0306505002,,221000000080555,1 D     ,,ELCHE,2199859,CL DOCTOR CARO,45," esc 1, planta 1,puerta 1",
SOLIVESA, ,0306505002,,221000000080474,1 C     ,,ELCHE,1999083,CL DOCTOR CARO,25," esc 1, planta 3,puerta 1",
SOLIVESA, ,0306505002,,221000000481684,1 A     ,,ELCHE,76419958,CL DOCTOR CARO,9," esc , planta 1,puerta B",
SOLIVESA, ,0306505002,,221000000492130,1 D     ,,ELCHE,78493189,CL DOCTOR CARO,28," esc , planta 4,puerta B",
SOLIVESA, ,0306505002,,221000000080567,1 C     ,,ELCHE,2199862,CL DOCTOR CARO,39," esc 1, planta 1,puerta 1",
SOLIVESA, ,0306505002,,221000000085565,1 C     ,,ELCHE,2201184,CL DOCTOR CARO,26," esc 1, planta 5,puerta 1",
SOLIVESA, ,0306505002,,221000000080467,1 D     ,,ELCHE,1998713,CL DOCTOR CARO,27," esc 1, planta 2,puerta 1",
SOLIVESA, ,0306505002,,221000000080156,1 F     ,,ELCHE,1999766,CL DOCTOR CARO,7," esc 1, planta 5,puerta 1",
SOLIVESA, ,0306505002,,221000000080491,1 D     ,,ELCHE,1998389,CL DOCTOR CARO,19," esc 1, planta 1,puerta 1",
SOLIVESA, ,0306505002,,221000000484106,0 D     ,,ELCHE,96518402,CL DOCTOR CARO,21," esc , planta 5,puerta 1",
SOLIVESA, ,0306505002,,221000000080484,1 C     ,,ELCHE,1999714,CL DOCTOR CARO,23," esc 1, planta 5,puerta 1",
SOLIVESA, ,0306505002,,221000000080697,1 C     ,,ELCHE,2200205,CL DOCTOR CARO,35," esc 1, planta 2,puerta 1",
SOLIVESA, ,0306505002,,221000000080563,0 C     ,,ELCHE,2199572,CL DOCTOR CARO,41," esc , planta 00,puerta 1",
SOLIVESA, ,0306505002,,221000000080560,1 D     ,,ELCHE,2200202,CL DOCTOR CARO,43," esc 1, planta 2,puerta 1",
SOLIVESA, ,0306505002,,221000000492176,1 D     ,,ELCHE,48503923,CL DOCTOR CARO,17," esc , planta 6,puerta 2",
SOLIVESA, ,0306505002,,221000000080704,1 C     ,,ELCHE,2200935,CL DOCTOR CARO,33," esc 1, planta 4,puerta 1",
SOLIVESA, ,0306505003,,221000000081738,1 D     ,,ELCHE,2200318,CL DOCTOR CARO,95," esc 1, planta 2,puerta 2",
SOLIVESA, ,0306505003,,221000000081732,1 F     ,,ELCHE,2201072,CL DOCTOR CARO,97," esc 1, planta 5,puerta D",
SOLIVESA, ,0306505003,,221000000081264,0 C     ,,ELCHE,2200865,CL DOCTOR CARO,79," esc 1, planta 4,puerta 1",
SOLIVESA, ,0306505003,,221000000081303,1 D     ,,ELCHE,2200218,CL DOCTOR CARO,65," esc 1, planta 2,puerta 1",
SOLIVESA, ,0306505003,,221000000081295,1 D     ,,ELCHE,2200654,CL DOCTOR CARO,67," esc 1, planta 3,puerta 2",
SOLIVESA, ,0306505003,,221000000081288,1 D     ,,ELCHE,2200548,CL DOCTOR CARO,69," esc 1, planta 3,puerta 1",
SOLIVESA, ,0306505003,,221000000081279,1 D     ,,ELCHE,2200980,CL DOCTOR CARO,73," esc 1, planta 4,puerta 2",
SOLIVESA, ,0306505003,,221000000081269,1 D     ,,ELCHE,2200546,CL DOCTOR CARO,77," esc 1, planta 3,puerta 1",
SOLIVESA, ,0306505003,,221000000086164,1 D     ,,ELCHE,2199667,CL DOCTOR CARO,76," esc 1, planta 1,puerta D",
SOLIVESA, ,0306505003,,221000000086157,1 D     ,,ELCHE,2200459,CL DOCTOR CARO,74," esc 1, planta 3,puerta I",
